ConfAbbrev,Description,Season,TeamID
aec,America East Conference,2022,1420
aec,America East Conference,2022,1436
big_east,Big East Conference,2022,1139
big_east,Big East Conference,2022,1163
big_east,Big East Conference,2022,1166
big_east,Big East Conference,2022,1177
big_east,Big East Conference,2022,1207
big_east,Big East Conference,2022,1266
big_east,Big East Conference,2022,1344
big_east,Big East Conference,2022,1371
big_east,Big East Conference,2022,1385
big_east,Big East Conference,2022,1437
big_east,Big East Conference,2022,1462
big_sky,Big Sky Conference,2022,1170
big_sky,Big Sky Conference,2022,1186
big_sky,Big Sky Conference,2022,1225
big_sky,Big Sky Conference,2022,1226
big_sky,Big Sky Conference,2022,1285
big_sky,Big Sky Conference,2022,1286
big_sky,Big Sky Conference,2022,1294
big_sky,Big Sky Conference,2022,1319
big_sky,Big Sky Conference,2022,1340
big_sky,Big Sky Conference,2022,1381
big_sky,Big Sky Conference,2022,1451
big_south,Big South Conference,2022,1144
big_south,Big South Conference,2022,1149
big_south,Big South Conference,2022,1205
big_south,Big South Conference,2022,1214
big_south,Big South Conference,2022,1219
big_south,Big South Conference,2022,1255
big_south,Big South Conference,2022,1299
big_south,Big South Conference,2022,1342
big_south,Big South Conference,2022,1347
big_south,Big South Conference,2022,1367
big_south,Big South Conference,2022,1421
big_south,Big South Conference,2022,1457
big_ten,Big Ten Conference,2022,1228
big_ten,Big Ten Conference,2022,1231
big_ten,Big Ten Conference,2022,1234
big_ten,Big Ten Conference,2022,1268
big_ten,Big Ten Conference,2022,1276
big_ten,Big Ten Conference,2022,1277
big_ten,Big Ten Conference,2022,1278
big_ten,Big Ten Conference,2022,1304
big_ten,Big Ten Conference,2022,1321
big_ten,Big Ten Conference,2022,1326
big_ten,Big Ten Conference,2022,1336
big_ten,Big Ten Conference,2022,1345
big_ten,Big Ten Conference,2022,1353
big_ten,Big Ten Conference,2022,1458
big_twelve,Big 12 Conference,2022,1124
big_twelve,Big 12 Conference,2022,1235
big_twelve,Big 12 Conference,2022,1242
big_twelve,Big 12 Conference,2022,1243
big_twelve,Big 12 Conference,2022,1328
big_twelve,Big 12 Conference,2022,1329
big_twelve,Big 12 Conference,2022,1395
big_twelve,Big 12 Conference,2022,1400
big_twelve,Big 12 Conference,2022,1403
big_twelve,Big 12 Conference,2022,1452
big_west,Big West Conference,2022,1142
big_west,Big West Conference,2022,1167
big_west,Big West Conference,2022,1168
big_west,Big West Conference,2022,1169
big_west,Big West Conference,2022,1218
big_west,Big West Conference,2022,1253
big_west,Big West Conference,2022,1364
big_west,Big West Conference,2022,1413
big_west,Big West Conference,2022,1414
big_west,Big West Conference,2022,1415
big_west,Big West Conference,2022,1471
caa,Colonial Athletic Association,2022,1158
caa,Colonial Athletic Association,2022,1174
caa,Colonial Athletic Association,2022,1180
caa,Colonial Athletic Association,2022,1189
caa,Colonial Athletic Association,2022,1220
caa,Colonial Athletic Association,2022,1241
caa,Colonial Athletic Association,2022,1318
caa,Colonial Athletic Association,2022,1406
caa,Colonial Athletic Association,2022,1423
caa,Colonial Athletic Association,2022,1456
cusa,Conference USA,2022,1150
cusa,Conference USA,2022,1194
cusa,Conference USA,2022,1198
cusa,Conference USA,2022,1256
cusa,Conference USA,2022,1267
cusa,Conference USA,2022,1292
cusa,Conference USA,2022,1317
cusa,Conference USA,2022,1330
cusa,Conference USA,2022,1349
cusa,Conference USA,2022,1379
cusa,Conference USA,2022,1412
cusa,Conference USA,2022,1427
cusa,Conference USA,2022,1431
cusa,Conference USA,2022,1443
horizon,Horizon League,2022,1156
horizon,Horizon League,2022,1178
horizon,Horizon League,2022,1227
horizon,Horizon League,2022,1236
horizon,Horizon League,2022,1237
horizon,Horizon League,2022,1297
horizon,Horizon League,2022,1324
horizon,Horizon League,2022,1352
horizon,Horizon League,2022,1453
horizon,Horizon League,2022,1454
horizon,Horizon League,2022,1460
horizon,Horizon League,2022,1464
ivy,Ivy League,2022,1135
ivy,Ivy League,2022,1162
ivy,Ivy League,2022,1165
ivy,Ivy League,2022,1171
ivy,Ivy League,2022,1217
ivy,Ivy League,2022,1335
ivy,Ivy League,2022,1343
ivy,Ivy League,2022,1463
maac,Metro Atlantic Athletic Conference,2022,1145
maac,Metro Atlantic Athletic Conference,2022,1193
maac,Metro Atlantic Athletic Conference,2022,1233
maac,Metro Atlantic Athletic Conference,2022,1264
maac,Metro Atlantic Athletic Conference,2022,1265
maac,Metro Atlantic Athletic Conference,2022,1284
maac,Metro Atlantic Athletic Conference,2022,1310
maac,Metro Atlantic Athletic Conference,2022,1346
maac,Metro Atlantic Athletic Conference,2022,1351
maac,Metro Atlantic Athletic Conference,2022,1373
maac,Metro Atlantic Athletic Conference,2022,1389
mac,Mid-American Conference,2022,1103
mac,Mid-American Conference,2022,1123
mac,Mid-American Conference,2022,1132
mac,Mid-American Conference,2022,1138
mac,Mid-American Conference,2022,1141
mac,Mid-American Conference,2022,1185
mac,Mid-American Conference,2022,1245
mac,Mid-American Conference,2022,1275
mac,Mid-American Conference,2022,1296
mac,Mid-American Conference,2022,1325
mac,Mid-American Conference,2022,1405
mac,Mid-American Conference,2022,1444
meac,Mid-Eastern Athletic Conference,2022,1164
meac,Mid-Eastern Athletic Conference,2022,1175
meac,Mid-Eastern Athletic Conference,2022,1224
meac,Mid-Eastern Athletic Conference,2022,1271
meac,Mid-Eastern Athletic Conference,2022,1288
meac,Mid-Eastern Athletic Conference,2022,1300
meac,Mid-Eastern Athletic Conference,2022,1313
meac,Mid-Eastern Athletic Conference,2022,1354
mvc,Missouri Valley Conference,2022,1133
mvc,Missouri Valley Conference,2022,1179
mvc,Missouri Valley Conference,2022,1191
mvc,Missouri Valley Conference,2022,1229
mvc,Missouri Valley Conference,2022,1232
mvc,Missouri Valley Conference,2022,1260
mvc,Missouri Valley Conference,2022,1283
mvc,Missouri Valley Conference,2022,1320
mvc,Missouri Valley Conference,2022,1356
mvc,Missouri Valley Conference,2022,1434
mwc,Mountain West Conference,2022,1102
mwc,Mountain West Conference,2022,1129
mwc,Mountain West Conference,2022,1161
mwc,Mountain West Conference,2022,1201
mwc,Mountain West Conference,2022,1305
mwc,Mountain West Conference,2022,1307
mwc,Mountain West Conference,2022,1361
mwc,Mountain West Conference,2022,1363
mwc,Mountain West Conference,2022,1424
mwc,Mountain West Conference,2022,1429
mwc,Mountain West Conference,2022,1461
nec,Northeast Conference,2022,1136
nec,Northeast Conference,2022,1148
nec,Northeast Conference,2022,1192
nec,Northeast Conference,2022,1254
nec,Northeast Conference,2022,1291
nec,Northeast Conference,2022,1357
nec,Northeast Conference,2022,1383
nec,Northeast Conference,2022,1384
nec,Northeast Conference,2022,1447
nec,Northeast Conference,2022,1467
ovc,Ohio Valley Conference,2022,1122
ovc,Ohio Valley Conference,2022,1125
ovc,Ohio Valley Conference,2022,1183
ovc,Ohio Valley Conference,2022,1188
ovc,Ohio Valley Conference,2022,1287
ovc,Ohio Valley Conference,2022,1293
ovc,Ohio Valley Conference,2022,1369
ovc,Ohio Valley Conference,2022,1398
ovc,Ohio Valley Conference,2022,1399
ovc,Ohio Valley Conference,2022,1404
pac_twelve,Pacific-12 Conference,2022,1112
pac_twelve,Pacific-12 Conference,2022,1113
pac_twelve,Pacific-12 Conference,2022,1143
pac_twelve,Pacific-12 Conference,2022,1160
pac_twelve,Pacific-12 Conference,2022,1332
pac_twelve,Pacific-12 Conference,2022,1333
pac_twelve,Pacific-12 Conference,2022,1390
pac_twelve,Pacific-12 Conference,2022,1417
pac_twelve,Pacific-12 Conference,2022,1425
pac_twelve,Pacific-12 Conference,2022,1428
pac_twelve,Pacific-12 Conference,2022,1449
pac_twelve,Pacific-12 Conference,2022,1450
patriot,Patriot League,2022,1110
patriot,Patriot League,2022,1119
patriot,Patriot League,2022,1131
patriot,Patriot League,2022,1137
patriot,Patriot League,2022,1159
patriot,Patriot League,2022,1221
patriot,Patriot League,2022,1248
patriot,Patriot League,2022,1250
patriot,Patriot League,2022,1259
patriot,Patriot League,2022,1298
sec,Southeastern Conference,2022,1104
sec,Southeastern Conference,2022,1116
sec,Southeastern Conference,2022,1120
sec,Southeastern Conference,2022,1196
sec,Southeastern Conference,2022,1208
sec,Southeastern Conference,2022,1246
sec,Southeastern Conference,2022,1261
sec,Southeastern Conference,2022,1279
sec,Southeastern Conference,2022,1280
sec,Southeastern Conference,2022,1281
sec,Southeastern Conference,2022,1376
sec,Southeastern Conference,2022,1397
sec,Southeastern Conference,2022,1401
sec,Southeastern Conference,2022,1435
southern,Southern Conference,2022,1151
southern,Southern Conference,2022,1154
southern,Southern Conference,2022,1190
southern,Southern Conference,2022,1202
southern,Southern Conference,2022,1273
southern,Southern Conference,2022,1359
southern,Southern Conference,2022,1422
southern,Southern Conference,2022,1440
southern,Southern Conference,2022,1441
southern,Southern Conference,2022,1459
southland,Southland Conference,2022,1223
southland,Southland Conference,2022,1230
southland,Southland Conference,2022,1270
southland,Southland Conference,2022,1309
southland,Southland Conference,2022,1311
southland,Southland Conference,2022,1322
southland,Southland Conference,2022,1368
southland,Southland Conference,2022,1394
summit,Summit League,2022,1176
summit,Summit League,2022,1282
summit,Summit League,2022,1295
summit,Summit League,2022,1303
summit,Summit League,2022,1315
summit,Summit League,2022,1331
summit,Summit League,2022,1355
summit,Summit League,2022,1377
summit,Summit League,2022,1442
summit,Summit League,2022,1472
sun_belt,Sun Belt Conference,2022,1111
sun_belt,Sun Belt Conference,2022,1114
sun_belt,Sun Belt Conference,2022,1117
sun_belt,Sun Belt Conference,2022,1157
sun_belt,Sun Belt Conference,2022,1204
sun_belt,Sun Belt Conference,2022,1209
sun_belt,Sun Belt Conference,2022,1375
sun_belt,Sun Belt Conference,2022,1402
sun_belt,Sun Belt Conference,2022,1407
sun_belt,Sun Belt Conference,2022,1418
sun_belt,Sun Belt Conference,2022,1419
sun_belt,Sun Belt Conference,2022,1426
swac,Southwest Athletic Conference,2022,1105
swac,Southwest Athletic Conference,2022,1106
swac,Southwest Athletic Conference,2022,1108
swac,Southwest Athletic Conference,2022,1115
swac,Southwest Athletic Conference,2022,1126
swac,Southwest Athletic Conference,2022,1197
swac,Southwest Athletic Conference,2022,1212
swac,Southwest Athletic Conference,2022,1238
swac,Southwest Athletic Conference,2022,1290
swac,Southwest Athletic Conference,2022,1341
swac,Southwest Athletic Conference,2022,1380
swac,Southwest Athletic Conference,2022,1411
wac,Western Athletic Conference,2022,1101
wac,Western Athletic Conference,2022,1152
wac,Western Athletic Conference,2022,1213
wac,Western Athletic Conference,2022,1249
wac,Western Athletic Conference,2022,1308
wac,Western Athletic Conference,2022,1358
wac,Western Athletic Conference,2022,1370
wac,Western Athletic Conference,2022,1372
wac,Western Athletic Conference,2022,1410
wac,Western Athletic Conference,2022,1430
wac,Western Athletic Conference,2022,1465
wac,Western Athletic Conference,2022,1469
wac,Western Athletic Conference,2022,1470
wcc,West Coast Conference,2022,1140
wcc,West Coast Conference,2022,1211
wcc,West Coast Conference,2022,1258
wcc,West Coast Conference,2022,1334
wcc,West Coast Conference,2022,1337
wcc,West Coast Conference,2022,1339
wcc,West Coast Conference,2022,1360
wcc,West Coast Conference,2022,1362
wcc,West Coast Conference,2022,1365
wcc,West Coast Conference,2022,1388
