,lowidlose_prob,lowidwin_prob,LowIDwin,TeamA_ID,TeamB_ID,TeamA_Name,TeamB_Name,Winner
138,0.516,0.484,0,1112,1151,Arizona,Chattanooga,Chattanooga
139,0.552,0.448,0,1112,1159,Arizona,Colgate,Colgate
140,0.572,0.428,0,1112,1161,Arizona,Colorado St,Colorado St
141,0.5,0.5,0,1112,1163,Arizona,Connecticut,Connecticut
142,0.456,0.544,1,1112,1166,Arizona,Creighton,Arizona
143,0.576,0.424,0,1112,1168,Arizona,CS Fullerton,CS Fullerton
144,0.532,0.468,0,1112,1172,Arizona,Davidson,Davidson
145,0.548,0.452,0,1112,1174,Arizona,Delaware,Delaware
146,0.476,0.524,1,1112,1181,Arizona,Duke,Arizona
147,0.412,0.588,1,1112,1209,Arizona,Georgia St,Arizona
148,0.428,0.572,1,1112,1211,Arizona,Gonzaga,Arizona
149,0.488,0.512,1,1112,1222,Arizona,Houston,Arizona
150,0.492,0.508,1,1112,1228,Arizona,Illinois,Arizona
151,0.492,0.508,1,1112,1231,Arizona,Indiana,Arizona
152,0.524,0.476,0,1112,1234,Arizona,Iowa,Iowa
153,0.512,0.488,0,1112,1235,Arizona,Iowa St,Iowa St
154,0.576,0.424,0,1112,1240,Arizona,Jacksonville St,Jacksonville St
155,0.448,0.552,1,1112,1242,Arizona,Kansas,Arizona
156,0.512,0.488,0,1112,1246,Arizona,Kentucky,Kentucky
157,0.504,0.496,0,1112,1255,Arizona,Longwood,Longwood
158,0.484,0.516,1,1112,1260,Arizona,Loyola-Chicago,Arizona
159,0.564,0.436,0,1112,1261,Arizona,LSU,LSU
160,0.508,0.492,0,1112,1266,Arizona,Marquette,Marquette
161,0.416,0.584,1,1112,1272,Arizona,Memphis,Arizona
162,0.496,0.504,1,1112,1274,Arizona,Miami FL,Arizona
163,0.504,0.496,0,1112,1276,Arizona,Michigan,Michigan
164,0.44,0.56,1,1112,1277,Arizona,Michigan St,Arizona
165,0.528,0.472,0,1112,1286,Arizona,Montana St,Montana St
166,0.476,0.524,1,1112,1293,Arizona,Murray St,Arizona
167,0.492,0.508,1,1112,1308,Arizona,New Mexico St,Arizona
168,0.532,0.468,0,1112,1313,Arizona,Norfolk St,Norfolk St
169,0.492,0.508,1,1112,1314,Arizona,North Carolina,Arizona
170,0.508,0.492,0,1112,1323,Arizona,Notre Dame,Notre Dame
171,0.468,0.532,1,1112,1326,Arizona,Ohio St,Arizona
172,0.532,0.468,0,1112,1344,Arizona,Providence,Providence
173,0.44,0.56,1,1112,1345,Arizona,Purdue,Arizona
174,0.544,0.456,0,1112,1350,Arizona,Richmond,Richmond
175,0.484,0.516,1,1112,1353,Arizona,Rutgers,Arizona
176,0.492,0.508,1,1112,1355,Arizona,S Dakota St,Arizona
177,0.548,0.452,0,1112,1361,Arizona,San Diego St,San Diego St
178,0.528,0.472,0,1112,1362,Arizona,San Francisco,San Francisco
179,0.504,0.496,0,1112,1371,Arizona,Seton Hall,Seton Hall
180,0.548,0.452,0,1112,1388,Arizona,St Mary's CA,St Mary's CA
181,0.572,0.428,0,1112,1389,Arizona,St Peter's,St Peter's
182,0.504,0.496,0,1112,1394,Arizona,TAM C. Christi,TAM C. Christi
183,0.544,0.456,0,1112,1395,Arizona,TCU,TCU
184,0.48,0.52,1,1112,1397,Arizona,Tennessee,Arizona
185,0.572,0.428,0,1112,1400,Arizona,Texas,Texas
186,0.584,0.416,0,1112,1403,Arizona,Texas Tech,Texas Tech
187,0.548,0.452,0,1112,1411,Arizona,TX Southern,TX Southern
188,0.512,0.488,0,1112,1412,Arizona,UAB,UAB
189,0.508,0.492,0,1112,1417,Arizona,UCLA,UCLA
190,0.536,0.464,0,1112,1425,Arizona,USC,USC
191,0.556,0.444,0,1112,1436,Arizona,Vermont,Vermont
192,0.512,0.488,0,1112,1437,Arizona,Villanova,Villanova
193,0.544,0.456,0,1112,1439,Arizona,Virginia Tech,Virginia Tech
194,0.52,0.48,0,1112,1458,Arizona,Wisconsin,Wisconsin
195,0.532,0.468,0,1112,1460,Arizona,Wright St,Wright St
196,0.548,0.452,0,1112,1461,Arizona,Wyoming,Wyoming
197,0.572,0.428,0,1112,1463,Arizona,Yale,Yale
198,0.552,0.448,0,1116,1120,Arkansas,Auburn,Auburn
199,0.52,0.48,0,1116,1124,Arkansas,Baylor,Baylor
200,0.496,0.504,1,1116,1129,Arkansas,Boise St,Arkansas
201,0.412,0.588,1,1116,1136,Arkansas,Bryant,Arkansas
202,0.468,0.532,1,1116,1151,Arkansas,Chattanooga,Arkansas
203,0.456,0.544,1,1116,1159,Arkansas,Colgate,Arkansas
204,0.496,0.504,1,1116,1161,Arkansas,Colorado St,Arkansas
205,0.54,0.46,0,1116,1163,Arkansas,Connecticut,Connecticut
206,0.448,0.552,1,1116,1166,Arkansas,Creighton,Arkansas
207,0.484,0.516,1,1116,1168,Arkansas,CS Fullerton,Arkansas
208,0.472,0.528,1,1116,1172,Arkansas,Davidson,Arkansas
209,0.468,0.532,1,1116,1174,Arkansas,Delaware,Arkansas
210,0.416,0.584,1,1116,1181,Arkansas,Duke,Arkansas
211,0.472,0.528,1,1116,1209,Arkansas,Georgia St,Arkansas
212,0.444,0.556,1,1116,1211,Arkansas,Gonzaga,Arkansas
213,0.568,0.432,0,1116,1222,Arkansas,Houston,Houston
214,0.416,0.584,1,1116,1228,Arkansas,Illinois,Arkansas
215,0.508,0.492,0,1116,1231,Arkansas,Indiana,Indiana
216,0.492,0.508,1,1116,1234,Arkansas,Iowa,Arkansas
217,0.46,0.54,1,1116,1235,Arkansas,Iowa St,Arkansas
218,0.52,0.48,0,1116,1240,Arkansas,Jacksonville St,Jacksonville St
219,0.468,0.532,1,1116,1242,Arkansas,Kansas,Arkansas
220,0.504,0.496,0,1116,1246,Arkansas,Kentucky,Kentucky
221,0.476,0.524,1,1116,1255,Arkansas,Longwood,Arkansas
222,0.456,0.544,1,1116,1260,Arkansas,Loyola-Chicago,Arkansas
223,0.516,0.484,0,1116,1261,Arkansas,LSU,LSU
224,0.58,0.42,0,1116,1266,Arkansas,Marquette,Marquette
225,0.492,0.508,1,1116,1272,Arkansas,Memphis,Arkansas
226,0.46,0.54,1,1116,1274,Arkansas,Miami FL,Arkansas
227,0.424,0.576,1,1116,1276,Arkansas,Michigan,Arkansas
228,0.492,0.508,1,1116,1277,Arkansas,Michigan St,Arkansas
229,0.484,0.516,1,1116,1286,Arkansas,Montana St,Arkansas
230,0.512,0.488,0,1116,1293,Arkansas,Murray St,Murray St
231,0.444,0.556,1,1116,1308,Arkansas,New Mexico St,Arkansas
232,0.452,0.548,1,1116,1313,Arkansas,Norfolk St,Arkansas
233,0.408,0.592,1,1116,1314,Arkansas,North Carolina,Arkansas
234,0.464,0.536,1,1116,1323,Arkansas,Notre Dame,Arkansas
235,0.452,0.548,1,1116,1326,Arkansas,Ohio St,Arkansas
236,0.448,0.552,1,1116,1344,Arkansas,Providence,Arkansas
237,0.464,0.536,1,1116,1345,Arkansas,Purdue,Arkansas
238,0.524,0.476,0,1116,1350,Arkansas,Richmond,Richmond
239,0.48,0.52,1,1116,1353,Arkansas,Rutgers,Arkansas
240,0.424,0.576,1,1116,1355,Arkansas,S Dakota St,Arkansas
241,0.488,0.512,1,1116,1361,Arkansas,San Diego St,Arkansas
242,0.46,0.54,1,1116,1362,Arkansas,San Francisco,Arkansas
243,0.452,0.548,1,1116,1371,Arkansas,Seton Hall,Arkansas
244,0.472,0.528,1,1116,1388,Arkansas,St Mary's CA,Arkansas
245,0.516,0.484,0,1116,1389,Arkansas,St Peter's,St Peter's
246,0.476,0.524,1,1116,1394,Arkansas,TAM C. Christi,Arkansas
247,0.504,0.496,0,1116,1395,Arkansas,TCU,TCU
248,0.62,0.38,0,1116,1397,Arkansas,Tennessee,Tennessee
249,0.468,0.532,1,1116,1400,Arkansas,Texas,Arkansas
250,0.44,0.56,1,1116,1403,Arkansas,Texas Tech,Arkansas
251,0.588,0.412,0,1116,1411,Arkansas,TX Southern,TX Southern
252,0.52,0.48,0,1116,1412,Arkansas,UAB,UAB
253,0.464,0.536,1,1116,1417,Arkansas,UCLA,Arkansas
254,0.404,0.596,1,1116,1425,Arkansas,USC,Arkansas
255,0.432,0.568,1,1116,1436,Arkansas,Vermont,Arkansas
256,0.436,0.564,1,1116,1437,Arkansas,Villanova,Arkansas
257,0.436,0.564,1,1116,1439,Arkansas,Virginia Tech,Arkansas
258,0.476,0.524,1,1116,1458,Arkansas,Wisconsin,Arkansas
259,0.456,0.544,1,1116,1460,Arkansas,Wright St,Arkansas
260,0.46,0.54,1,1116,1461,Arkansas,Wyoming,Arkansas
261,0.44,0.56,1,1116,1463,Arkansas,Yale,Arkansas
262,0.664,0.336,0,1120,1124,Auburn,Baylor,Baylor
263,0.476,0.524,1,1120,1129,Auburn,Boise St,Auburn
264,0.464,0.536,1,1120,1136,Auburn,Bryant,Auburn
265,0.496,0.504,1,1120,1151,Auburn,Chattanooga,Auburn
266,0.556,0.444,0,1120,1159,Auburn,Colgate,Colgate
267,0.508,0.492,0,1120,1161,Auburn,Colorado St,Colorado St
268,0.388,0.612,1,1120,1163,Auburn,Connecticut,Auburn
269,0.436,0.564,1,1120,1166,Auburn,Creighton,Auburn
270,0.536,0.464,0,1120,1168,Auburn,CS Fullerton,CS Fullerton
271,0.452,0.548,1,1120,1172,Auburn,Davidson,Auburn
272,0.604,0.396,0,1120,1174,Auburn,Delaware,Delaware
273,0.456,0.544,1,1120,1181,Auburn,Duke,Auburn
274,0.496,0.504,1,1120,1209,Auburn,Georgia St,Auburn
275,0.436,0.564,1,1120,1211,Auburn,Gonzaga,Auburn
276,0.52,0.48,0,1120,1222,Auburn,Houston,Houston
277,0.456,0.544,1,1120,1228,Auburn,Illinois,Auburn
278,0.544,0.456,0,1120,1231,Auburn,Indiana,Indiana
279,0.48,0.52,1,1120,1234,Auburn,Iowa,Auburn
280,0.496,0.504,1,1120,1235,Auburn,Iowa St,Auburn
281,0.556,0.444,0,1120,1240,Auburn,Jacksonville St,Jacksonville St
282,0.504,0.496,0,1120,1242,Auburn,Kansas,Kansas
283,0.456,0.544,1,1120,1246,Auburn,Kentucky,Auburn
284,0.5,0.5,0,1120,1255,Auburn,Longwood,Longwood
285,0.464,0.536,1,1120,1260,Auburn,Loyola-Chicago,Auburn
286,0.536,0.464,0,1120,1261,Auburn,LSU,LSU
287,0.52,0.48,0,1120,1266,Auburn,Marquette,Marquette
288,0.52,0.48,0,1120,1272,Auburn,Memphis,Memphis
289,0.492,0.508,1,1120,1274,Auburn,Miami FL,Auburn
290,0.488,0.512,1,1120,1276,Auburn,Michigan,Auburn
291,0.48,0.52,1,1120,1277,Auburn,Michigan St,Auburn
292,0.556,0.444,0,1120,1286,Auburn,Montana St,Montana St
293,0.52,0.48,0,1120,1293,Auburn,Murray St,Murray St
294,0.484,0.516,1,1120,1308,Auburn,New Mexico St,Auburn
295,0.472,0.528,1,1120,1313,Auburn,Norfolk St,Auburn
296,0.44,0.56,1,1120,1314,Auburn,North Carolina,Auburn
297,0.492,0.508,1,1120,1323,Auburn,Notre Dame,Auburn
298,0.528,0.472,0,1120,1326,Auburn,Ohio St,Ohio St
299,0.46,0.54,1,1120,1344,Auburn,Providence,Auburn
300,0.484,0.516,1,1120,1345,Auburn,Purdue,Auburn
301,0.58,0.42,0,1120,1350,Auburn,Richmond,Richmond
302,0.504,0.496,0,1120,1353,Auburn,Rutgers,Rutgers
303,0.516,0.484,0,1120,1355,Auburn,S Dakota St,S Dakota St
304,0.54,0.46,0,1120,1361,Auburn,San Diego St,San Diego St
305,0.464,0.536,1,1120,1362,Auburn,San Francisco,Auburn
306,0.524,0.476,0,1120,1371,Auburn,Seton Hall,Seton Hall
307,0.488,0.512,1,1120,1388,Auburn,St Mary's CA,Auburn
308,0.484,0.516,1,1120,1389,Auburn,St Peter's,Auburn
309,0.46,0.54,1,1120,1394,Auburn,TAM C. Christi,Auburn
310,0.552,0.448,0,1120,1395,Auburn,TCU,TCU
311,0.632,0.368,0,1120,1397,Auburn,Tennessee,Tennessee
312,0.52,0.48,0,1120,1400,Auburn,Texas,Texas
313,0.56,0.44,0,1120,1403,Auburn,Texas Tech,Texas Tech
314,0.54,0.46,0,1120,1411,Auburn,TX Southern,TX Southern
315,0.544,0.456,0,1120,1412,Auburn,UAB,UAB
316,0.484,0.516,1,1120,1417,Auburn,UCLA,Auburn
317,0.424,0.576,1,1120,1425,Auburn,USC,Auburn
318,0.488,0.512,1,1120,1436,Auburn,Vermont,Auburn
319,0.52,0.48,0,1120,1437,Auburn,Villanova,Villanova
320,0.476,0.524,1,1120,1439,Auburn,Virginia Tech,Auburn
321,0.448,0.552,1,1120,1458,Auburn,Wisconsin,Auburn
322,0.532,0.468,0,1120,1460,Auburn,Wright St,Wright St
323,0.408,0.592,1,1120,1461,Auburn,Wyoming,Auburn
324,0.5,0.5,0,1120,1463,Auburn,Yale,Yale
325,0.52,0.48,0,1124,1129,Baylor,Boise St,Boise St
326,0.448,0.552,1,1124,1136,Baylor,Bryant,Baylor
327,0.36,0.64,1,1124,1151,Baylor,Chattanooga,Baylor
328,0.484,0.516,1,1124,1159,Baylor,Colgate,Baylor
329,0.44,0.56,1,1124,1161,Baylor,Colorado St,Baylor
330,0.504,0.496,0,1124,1163,Baylor,Connecticut,Connecticut
331,0.496,0.504,1,1124,1166,Baylor,Creighton,Baylor
332,0.448,0.552,1,1124,1168,Baylor,CS Fullerton,Baylor
333,0.436,0.564,1,1124,1172,Baylor,Davidson,Baylor
334,0.368,0.632,1,1124,1174,Baylor,Delaware,Baylor
335,0.436,0.564,1,1124,1181,Baylor,Duke,Baylor
336,0.456,0.544,1,1124,1209,Baylor,Georgia St,Baylor
337,0.468,0.532,1,1124,1211,Baylor,Gonzaga,Baylor
338,0.412,0.588,1,1124,1222,Baylor,Houston,Baylor
339,0.3,0.7,1,1124,1228,Baylor,Illinois,Baylor
340,0.572,0.428,0,1124,1231,Baylor,Indiana,Indiana
341,0.384,0.616,1,1124,1234,Baylor,Iowa,Baylor
342,0.496,0.504,1,1124,1235,Baylor,Iowa St,Baylor
343,0.44,0.56,1,1124,1240,Baylor,Jacksonville St,Baylor
344,0.476,0.524,1,1124,1242,Baylor,Kansas,Baylor
345,0.408,0.592,1,1124,1246,Baylor,Kentucky,Baylor
346,0.452,0.548,1,1124,1255,Baylor,Longwood,Baylor
347,0.512,0.488,0,1124,1260,Baylor,Loyola-Chicago,Loyola-Chicago
348,0.576,0.424,0,1124,1261,Baylor,LSU,LSU
349,0.528,0.472,0,1124,1266,Baylor,Marquette,Marquette
350,0.436,0.564,1,1124,1272,Baylor,Memphis,Baylor
351,0.404,0.596,1,1124,1274,Baylor,Miami FL,Baylor
352,0.4,0.6,1,1124,1276,Baylor,Michigan,Baylor
353,0.492,0.508,1,1124,1277,Baylor,Michigan St,Baylor
354,0.456,0.544,1,1124,1286,Baylor,Montana St,Baylor
355,0.396,0.604,1,1124,1293,Baylor,Murray St,Baylor
356,0.472,0.528,1,1124,1308,Baylor,New Mexico St,Baylor
357,0.576,0.424,0,1124,1313,Baylor,Norfolk St,Norfolk St
358,0.444,0.556,1,1124,1314,Baylor,North Carolina,Baylor
359,0.456,0.544,1,1124,1323,Baylor,Notre Dame,Baylor
360,0.448,0.552,1,1124,1326,Baylor,Ohio St,Baylor
361,0.464,0.536,1,1124,1344,Baylor,Providence,Baylor
362,0.428,0.572,1,1124,1345,Baylor,Purdue,Baylor
363,0.46,0.54,1,1124,1350,Baylor,Richmond,Baylor
364,0.392,0.608,1,1124,1353,Baylor,Rutgers,Baylor
365,0.456,0.544,1,1124,1355,Baylor,S Dakota St,Baylor
366,0.492,0.508,1,1124,1361,Baylor,San Diego St,Baylor
367,0.464,0.536,1,1124,1362,Baylor,San Francisco,Baylor
368,0.456,0.544,1,1124,1371,Baylor,Seton Hall,Baylor
369,0.408,0.592,1,1124,1388,Baylor,St Mary's CA,Baylor
370,0.516,0.484,0,1124,1389,Baylor,St Peter's,St Peter's
371,0.46,0.54,1,1124,1394,Baylor,TAM C. Christi,Baylor
372,0.44,0.56,1,1124,1395,Baylor,TCU,Baylor
373,0.464,0.536,1,1124,1397,Baylor,Tennessee,Baylor
374,0.376,0.624,1,1124,1400,Baylor,Texas,Baylor
375,0.508,0.492,0,1124,1403,Baylor,Texas Tech,Texas Tech
376,0.448,0.552,1,1124,1411,Baylor,TX Southern,Baylor
377,0.368,0.632,1,1124,1412,Baylor,UAB,Baylor
378,0.432,0.568,1,1124,1417,Baylor,UCLA,Baylor
379,0.428,0.572,1,1124,1425,Baylor,USC,Baylor
380,0.428,0.572,1,1124,1436,Baylor,Vermont,Baylor
381,0.432,0.568,1,1124,1437,Baylor,Villanova,Baylor
382,0.388,0.612,1,1124,1439,Baylor,Virginia Tech,Baylor
383,0.452,0.548,1,1124,1458,Baylor,Wisconsin,Baylor
384,0.488,0.512,1,1124,1460,Baylor,Wright St,Baylor
385,0.536,0.464,0,1124,1461,Baylor,Wyoming,Wyoming
386,0.444,0.556,1,1124,1463,Baylor,Yale,Baylor
387,0.504,0.496,0,1129,1136,Boise St,Bryant,Bryant
388,0.484,0.516,1,1129,1151,Boise St,Chattanooga,Boise St
389,0.436,0.564,1,1129,1159,Boise St,Colgate,Boise St
390,0.496,0.504,1,1129,1161,Boise St,Colorado St,Boise St
391,0.484,0.516,1,1129,1163,Boise St,Connecticut,Boise St
392,0.42,0.58,1,1129,1166,Boise St,Creighton,Boise St
393,0.592,0.408,0,1129,1168,Boise St,CS Fullerton,CS Fullerton
394,0.512,0.488,0,1129,1172,Boise St,Davidson,Davidson
395,0.512,0.488,0,1129,1174,Boise St,Delaware,Delaware
396,0.424,0.576,1,1129,1181,Boise St,Duke,Boise St
397,0.42,0.58,1,1129,1209,Boise St,Georgia St,Boise St
398,0.428,0.572,1,1129,1211,Boise St,Gonzaga,Boise St
399,0.5,0.5,0,1129,1222,Boise St,Houston,Houston
400,0.444,0.556,1,1129,1228,Boise St,Illinois,Boise St
401,0.572,0.428,0,1129,1231,Boise St,Indiana,Indiana
402,0.536,0.464,0,1129,1234,Boise St,Iowa,Iowa
403,0.564,0.436,0,1129,1235,Boise St,Iowa St,Iowa St
404,0.444,0.556,1,1129,1240,Boise St,Jacksonville St,Boise St
405,0.492,0.508,1,1129,1242,Boise St,Kansas,Boise St
406,0.46,0.54,1,1129,1246,Boise St,Kentucky,Boise St
407,0.54,0.46,0,1129,1255,Boise St,Longwood,Longwood
