ID,Pred
2022_1112_1277,0.5
2022_1112_1286,0.5
2022_1112_1293,0.5
2022_1112_1308,0.5
2022_1112_1313,0.5
2022_1112_1314,0.5
2022_1112_1323,0.5
2022_1112_1326,0.5
2022_1112_1344,0.5
2022_1112_1345,0.5
2022_1112_1350,0.5
2022_1112_1353,0.5
2022_1112_1355,0.5
2022_1112_1361,0.5
2022_1112_1362,0.5
2022_1112_1371,0.5
2022_1112_1388,0.5
2022_1112_1389,0.5
2022_1112_1394,0.5
2022_1112_1395,0.5
2022_1112_1397,0.5
2022_1112_1400,0.5
2022_1112_1403,0.5
2022_1112_1411,0.5
2022_1112_1412,0.5
2022_1112_1417,0.5
2022_1112_1425,0.5
2022_1112_1436,0.5
2022_1112_1437,0.5
2022_1112_1439,0.5
2022_1112_1458,0.5
2022_1112_1460,0.5
2022_1112_1461,0.5
2022_1112_1463,0.5
2022_1116_1120,0.5
2022_1116_1124,0.5
2022_1116_1129,0.5
2022_1116_1136,0.5
2022_1116_1151,0.5
2022_1116_1159,0.5
2022_1116_1161,0.5
2022_1116_1163,0.5
2022_1116_1166,0.5
2022_1116_1168,0.5
2022_1116_1172,0.5
2022_1116_1174,0.5
2022_1116_1181,0.5
2022_1116_1209,0.5
2022_1116_1211,0.5
2022_1116_1222,0.5
2022_1116_1228,0.5
2022_1116_1231,0.5
2022_1116_1234,0.5
2022_1116_1235,0.5
2022_1116_1240,0.5
2022_1116_1242,0.5
2022_1116_1246,0.5
2022_1116_1255,0.5
2022_1116_1260,0.5
2022_1116_1261,0.5
2022_1116_1266,0.5
2022_1116_1272,0.5
2022_1116_1274,0.5
2022_1116_1276,0.5
2022_1116_1277,0.5
2022_1116_1286,0.5
2022_1116_1293,0.5
2022_1116_1308,0.5
2022_1116_1313,0.5
2022_1116_1314,0.5
2022_1116_1323,0.5
2022_1116_1326,0.5
2022_1116_1344,0.5
2022_1116_1345,0.5
2022_1116_1350,0.5
2022_1116_1353,0.5
2022_1116_1355,0.5
2022_1116_1361,0.5
2022_1116_1362,0.5
2022_1116_1371,0.5
2022_1116_1388,0.5
2022_1116_1389,0.5
2022_1116_1394,0.5
2022_1116_1395,0.5
2022_1116_1397,0.5
2022_1116_1400,0.5
2022_1116_1403,0.5
2022_1116_1411,0.5
2022_1116_1412,0.5
2022_1116_1417,0.5
2022_1116_1425,0.5
2022_1116_1436,0.5
2022_1116_1437,0.5
2022_1116_1439,0.5
2022_1116_1458,0.5
2022_1116_1460,0.5
2022_1116_1461,0.5
2022_1116_1463,0.5
2022_1120_1124,0.5
2022_1120_1129,0.5
2022_1120_1136,0.5
2022_1120_1151,0.5
2022_1120_1159,0.5
2022_1120_1161,0.5
2022_1120_1163,0.5
2022_1120_1166,0.5
2022_1120_1168,0.5
2022_1120_1172,0.5
2022_1120_1174,0.5
2022_1120_1181,0.5
2022_1120_1209,0.5
2022_1120_1211,0.5
2022_1120_1222,0.5
2022_1120_1228,0.5
2022_1120_1231,0.5
2022_1120_1234,0.5
2022_1120_1235,0.5
2022_1120_1240,0.5
2022_1120_1242,0.5
2022_1120_1246,0.5
2022_1120_1255,0.5
2022_1120_1260,0.5
2022_1120_1261,0.5
2022_1120_1266,0.5
2022_1120_1272,0.5
2022_1120_1274,0.5
2022_1120_1276,0.5
2022_1120_1277,0.5
2022_1120_1286,0.5
2022_1120_1293,0.5
2022_1120_1308,0.5
2022_1120_1313,0.5
2022_1120_1314,0.5
2022_1120_1323,0.5
2022_1120_1326,0.5
2022_1120_1344,0.5
2022_1120_1345,0.5
2022_1120_1350,0.5
2022_1120_1353,0.5
2022_1120_1355,0.5
2022_1120_1361,0.5
2022_1120_1362,0.5
2022_1120_1371,0.5
2022_1120_1388,0.5
2022_1120_1389,0.5
2022_1120_1394,0.5
2022_1120_1395,0.5
2022_1120_1397,0.5
2022_1120_1400,0.5
2022_1120_1403,0.5
2022_1120_1411,0.5
2022_1120_1412,0.5
2022_1120_1417,0.5
2022_1120_1425,0.5
2022_1120_1436,0.5
2022_1120_1437,0.5
2022_1120_1439,0.5
2022_1120_1458,0.5
2022_1120_1460,0.5
2022_1120_1461,0.5
2022_1120_1463,0.5
2022_1124_1129,0.5
2022_1124_1136,0.5
2022_1124_1151,0.5
2022_1124_1159,0.5
2022_1124_1161,0.5
2022_1124_1163,0.5
2022_1124_1166,0.5
2022_1124_1168,0.5
2022_1124_1172,0.5
2022_1124_1174,0.5
2022_1124_1181,0.5
2022_1124_1209,0.5
2022_1124_1211,0.5
2022_1124_1222,0.5
2022_1124_1228,0.5
2022_1124_1231,0.5
2022_1124_1234,0.5
2022_1124_1235,0.5
2022_1124_1240,0.5
2022_1124_1242,0.5
2022_1124_1246,0.5
2022_1124_1255,0.5
2022_1124_1260,0.5
2022_1124_1261,0.5
2022_1124_1266,0.5
2022_1124_1272,0.5
2022_1124_1274,0.5
2022_1124_1276,0.5
2022_1124_1277,0.5
2022_1124_1286,0.5
2022_1124_1293,0.5
2022_1124_1308,0.5
2022_1124_1313,0.5
2022_1124_1314,0.5
2022_1124_1323,0.5
2022_1124_1326,0.5
2022_1124_1344,0.5
2022_1124_1345,0.5
2022_1124_1350,0.5
2022_1124_1353,0.5
2022_1124_1355,0.5
2022_1124_1361,0.5
2022_1124_1362,0.5
2022_1124_1371,0.5
2022_1124_1388,0.5
2022_1124_1389,0.5
2022_1124_1394,0.5
2022_1124_1395,0.5
2022_1124_1397,0.5
2022_1124_1400,0.5
2022_1124_1403,0.5
2022_1124_1411,0.5
2022_1124_1412,0.5
2022_1124_1417,0.5
2022_1124_1425,0.5
2022_1124_1436,0.5
2022_1124_1437,0.5
2022_1124_1439,0.5
2022_1124_1458,0.5
2022_1124_1460,0.5
2022_1124_1461,0.5
2022_1124_1463,0.5
2022_1129_1136,0.5
2022_1129_1151,0.5
2022_1129_1159,0.5
2022_1129_1161,0.5
2022_1129_1163,0.5
2022_1129_1166,0.5
2022_1129_1168,0.5
2022_1129_1172,0.5
2022_1129_1174,0.5
2022_1129_1181,0.5
2022_1129_1209,0.5
2022_1129_1211,0.5
2022_1129_1222,0.5
2022_1129_1228,0.5
2022_1129_1231,0.5
2022_1129_1234,0.5
2022_1129_1235,0.5
2022_1129_1240,0.5
2022_1129_1242,0.5
2022_1129_1246,0.5
2022_1129_1255,0.5
2022_1129_1260,0.5
2022_1129_1261,0.5
2022_1129_1266,0.5
2022_1129_1272,0.5
2022_1129_1274,0.5
2022_1129_1276,0.5
2022_1129_1277,0.5
2022_1129_1286,0.5
2022_1129_1293,0.5
2022_1129_1308,0.5
2022_1129_1313,0.5
2022_1129_1314,0.5
2022_1129_1323,0.5
2022_1129_1326,0.5
2022_1129_1344,0.5
2022_1129_1345,0.5
2022_1129_1350,0.5
2022_1129_1353,0.5
2022_1129_1355,0.5
2022_1129_1361,0.5
2022_1129_1362,0.5
2022_1129_1371,0.5
2022_1129_1388,0.5
2022_1129_1389,0.5
2022_1129_1394,0.5
2022_1129_1395,0.5
2022_1129_1397,0.5
2022_1129_1400,0.5
2022_1129_1403,0.5
2022_1129_1411,0.5
2022_1129_1412,0.5
2022_1129_1417,0.5
2022_1129_1425,0.5
2022_1129_1436,0.5
2022_1129_1437,0.5
2022_1129_1439,0.5
2022_1129_1458,0.5
2022_1129_1460,0.5
2022_1129_1461,0.5
2022_1129_1463,0.5
2022_1136_1151,0.5
2022_1136_1159,0.5
2022_1136_1161,0.5
2022_1136_1163,0.5
2022_1136_1166,0.5
2022_1136_1168,0.5
2022_1136_1172,0.5
2022_1136_1174,0.5
2022_1136_1181,0.5
2022_1136_1209,0.5
2022_1136_1211,0.5
2022_1136_1222,0.5
2022_1136_1228,0.5
2022_1136_1231,0.5
2022_1136_1234,0.5
2022_1136_1235,0.5
2022_1136_1240,0.5
2022_1136_1242,0.5
2022_1136_1246,0.5
2022_1136_1255,0.5
2022_1136_1260,0.5
2022_1136_1261,0.5
2022_1136_1266,0.5
2022_1136_1272,0.5
2022_1136_1274,0.5
2022_1136_1276,0.5
2022_1136_1277,0.5
2022_1136_1286,0.5
2022_1136_1293,0.5
2022_1136_1308,0.5
2022_1136_1313,0.5
2022_1136_1314,0.5
2022_1136_1323,0.5
2022_1136_1326,0.5
2022_1136_1344,0.5
2022_1136_1345,0.5
2022_1136_1350,0.5
2022_1136_1353,0.5
2022_1136_1355,0.5
2022_1136_1361,0.5
2022_1136_1362,0.5
2022_1136_1371,0.5
2022_1136_1388,0.5
2022_1136_1389,0.5
2022_1136_1394,0.5
2022_1136_1395,0.5
2022_1136_1397,0.5
2022_1136_1400,0.5
2022_1136_1403,0.5
2022_1136_1411,0.5
2022_1136_1412,0.5
2022_1136_1417,0.5
2022_1136_1425,0.5
2022_1136_1436,0.5
2022_1136_1437,0.5
2022_1136_1439,0.5
2022_1136_1458,0.5
2022_1136_1460,0.5
2022_1136_1461,0.5
2022_1136_1463,0.5
2022_1151_1159,0.5
2022_1151_1161,0.5
2022_1151_1163,0.5
2022_1151_1166,0.5
2022_1151_1168,0.5
2022_1151_1172,0.5
2022_1151_1174,0.5
2022_1151_1181,0.5
2022_1151_1209,0.5
2022_1151_1211,0.5
2022_1151_1222,0.5
2022_1151_1228,0.5
2022_1151_1231,0.5
2022_1151_1234,0.5
2022_1151_1235,0.5
2022_1151_1240,0.5
2022_1151_1242,0.5
2022_1151_1246,0.5
2022_1151_1255,0.5
2022_1151_1260,0.5
2022_1151_1261,0.5
2022_1151_1266,0.5
2022_1151_1272,0.5
2022_1151_1274,0.5
2022_1151_1276,0.5
2022_1151_1277,0.5
2022_1151_1286,0.5
2022_1151_1293,0.5
2022_1151_1308,0.5
2022_1151_1313,0.5
2022_1151_1314,0.5
2022_1151_1323,0.5
2022_1151_1326,0.5
2022_1151_1344,0.5
2022_1151_1345,0.5
2022_1151_1350,0.5
2022_1151_1353,0.5
2022_1151_1355,0.5
2022_1151_1361,0.5
2022_1151_1362,0.5
2022_1151_1371,0.5
2022_1151_1388,0.5
2022_1151_1389,0.5
2022_1151_1394,0.5
2022_1151_1395,0.5
2022_1151_1397,0.5
2022_1151_1400,0.5
2022_1151_1403,0.5
2022_1151_1411,0.5
2022_1151_1412,0.5
2022_1151_1417,0.5
2022_1151_1425,0.5
2022_1151_1436,0.5
2022_1151_1437,0.5
2022_1151_1439,0.5
2022_1151_1458,0.5
2022_1151_1460,0.5
2022_1151_1461,0.5
2022_1151_1463,0.5
2022_1159_1161,0.5
2022_1159_1163,0.5
2022_1159_1166,0.5
2022_1159_1168,0.5
2022_1159_1172,0.5
2022_1159_1174,0.5
2022_1159_1181,0.5
2022_1159_1209,0.5
2022_1159_1211,0.5
2022_1159_1222,0.5
2022_1159_1228,0.5
2022_1159_1231,0.5
2022_1159_1234,0.5
2022_1159_1235,0.5
2022_1159_1240,0.5
2022_1159_1242,0.5
2022_1159_1246,0.5
2022_1159_1255,0.5
2022_1159_1260,0.5
2022_1159_1261,0.5
2022_1159_1266,0.5
2022_1159_1272,0.5
2022_1159_1274,0.5
2022_1159_1276,0.5
2022_1159_1277,0.5
2022_1159_1286,0.5
2022_1159_1293,0.5
2022_1159_1308,0.5
2022_1159_1313,0.5
2022_1159_1314,0.5
2022_1159_1323,0.5
2022_1159_1326,0.5
2022_1159_1344,0.5
2022_1159_1345,0.5
2022_1159_1350,0.5
2022_1159_1353,0.5
2022_1159_1355,0.5
2022_1159_1361,0.5
2022_1159_1362,0.5
2022_1159_1371,0.5
2022_1159_1388,0.5
2022_1159_1389,0.5
2022_1159_1394,0.5
2022_1159_1395,0.5
2022_1159_1397,0.5
2022_1159_1400,0.5
2022_1159_1403,0.5
2022_1159_1411,0.5
2022_1159_1412,0.5
2022_1159_1417,0.5
2022_1159_1425,0.5
2022_1159_1436,0.5
2022_1159_1437,0.5
2022_1159_1439,0.5
2022_1159_1458,0.5
2022_1159_1460,0.5
2022_1159_1461,0.5
2022_1159_1463,0.5
2022_1161_1163,0.5
2022_1161_1166,0.5
2022_1161_1168,0.5
2022_1161_1172,0.5
2022_1161_1174,0.5
2022_1161_1181,0.5
2022_1161_1209,0.5
2022_1161_1211,0.5
2022_1161_1222,0.5
2022_1161_1228,0.5
2022_1161_1231,0.5
2022_1161_1234,0.5
2022_1161_1235,0.5
2022_1161_1240,0.5
2022_1161_1242,0.5
2022_1161_1246,0.5
2022_1161_1255,0.5
2022_1161_1260,0.5
2022_1161_1261,0.5
2022_1161_1266,0.5
2022_1161_1272,0.5
2022_1161_1274,0.5
2022_1161_1276,0.5
2022_1161_1277,0.5
2022_1161_1286,0.5
2022_1161_1293,0.5
2022_1161_1308,0.5
2022_1161_1313,0.5
2022_1161_1314,0.5
2022_1161_1323,0.5
2022_1161_1326,0.5
2022_1161_1344,0.5
2022_1161_1345,0.5
2022_1161_1350,0.5
2022_1161_1353,0.5
2022_1161_1355,0.5
2022_1161_1361,0.5
2022_1161_1362,0.5
2022_1161_1371,0.5
2022_1161_1388,0.5
2022_1161_1389,0.5
2022_1161_1394,0.5
2022_1161_1395,0.5
2022_1161_1397,0.5
2022_1161_1400,0.5
2022_1161_1403,0.5
2022_1161_1411,0.5
2022_1161_1412,0.5
2022_1161_1417,0.5
2022_1161_1425,0.5
2022_1161_1436,0.5
2022_1161_1437,0.5
2022_1161_1439,0.5
2022_1161_1458,0.5
2022_1161_1460,0.5
2022_1161_1461,0.5
2022_1161_1463,0.5
2022_1163_1166,0.5
2022_1163_1168,0.5
2022_1163_1172,0.5
2022_1163_1174,0.5
2022_1163_1181,0.5
2022_1163_1209,0.5
2022_1163_1211,0.5
2022_1163_1222,0.5
2022_1163_1228,0.5
2022_1163_1231,0.5
2022_1163_1234,0.5
2022_1163_1235,0.5
2022_1163_1240,0.5
2022_1163_1242,0.5
2022_1163_1246,0.5
2022_1163_1255,0.5
2022_1163_1260,0.5
2022_1163_1261,0.5
2022_1163_1266,0.5
2022_1163_1272,0.5
2022_1163_1274,0.5
2022_1163_1276,0.5
2022_1163_1277,0.5
2022_1163_1286,0.5
2022_1163_1293,0.5
2022_1163_1308,0.5
2022_1163_1313,0.5
2022_1163_1314,0.5
2022_1163_1323,0.5
2022_1163_1326,0.5
2022_1163_1344,0.5
2022_1163_1345,0.5
2022_1163_1350,0.5
2022_1163_1353,0.5
2022_1163_1355,0.5
2022_1163_1361,0.5
2022_1163_1362,0.5
2022_1163_1371,0.5
2022_1163_1388,0.5
2022_1163_1389,0.5
2022_1163_1394,0.5
2022_1163_1395,0.5
2022_1163_1397,0.5
2022_1163_1400,0.5
2022_1163_1403,0.5
2022_1163_1411,0.5
2022_1163_1412,0.5
2022_1163_1417,0.5
2022_1163_1425,0.5
2022_1163_1436,0.5
2022_1163_1437,0.5
2022_1163_1439,0.5
2022_1163_1458,0.5
2022_1163_1460,0.5
2022_1163_1461,0.5
2022_1163_1463,0.5
2022_1166_1168,0.5
2022_1166_1172,0.5
2022_1166_1174,0.5
2022_1166_1181,0.5
2022_1166_1209,0.5
2022_1166_1211,0.5
2022_1166_1222,0.5
2022_1166_1228,0.5
2022_1166_1231,0.5
2022_1166_1234,0.5
2022_1166_1235,0.5
2022_1166_1240,0.5
2022_1166_1242,0.5
2022_1166_1246,0.5
2022_1166_1255,0.5
2022_1166_1260,0.5
2022_1166_1261,0.5
2022_1166_1266,0.5
2022_1166_1272,0.5
2022_1166_1274,0.5
2022_1166_1276,0.5
2022_1166_1277,0.5
2022_1166_1286,0.5
2022_1166_1293,0.5
2022_1166_1308,0.5
2022_1166_1313,0.5
2022_1166_1314,0.5
2022_1166_1323,0.5
2022_1166_1326,0.5
2022_1166_1344,0.5
2022_1166_1345,0.5
2022_1166_1350,0.5
2022_1166_1353,0.5
2022_1166_1355,0.5
2022_1166_1361,0.5
2022_1166_1362,0.5
2022_1166_1371,0.5
2022_1166_1388,0.5
2022_1166_1389,0.5
2022_1166_1394,0.5
2022_1166_1395,0.5
2022_1166_1397,0.5
2022_1166_1400,0.5
2022_1166_1403,0.5
2022_1166_1411,0.5
2022_1166_1412,0.5
2022_1166_1417,0.5
2022_1166_1425,0.5
2022_1166_1436,0.5
2022_1166_1437,0.5
2022_1166_1439,0.5
2022_1166_1458,0.5
2022_1166_1460,0.5
2022_1166_1461,0.5
2022_1166_1463,0.5
2022_1168_1172,0.5
2022_1168_1174,0.5
2022_1168_1181,0.5
2022_1168_1209,0.5
2022_1168_1211,0.5
2022_1168_1222,0.5
2022_1168_1228,0.5
2022_1168_1231,0.5
2022_1168_1234,0.5
2022_1168_1235,0.5
2022_1168_1240,0.5
2022_1168_1242,0.5
2022_1168_1246,0.5
2022_1168_1255,0.5
2022_1168_1260,0.5
2022_1168_1261,0.5
2022_1168_1266,0.5
2022_1168_1272,0.5
2022_1168_1274,0.5
2022_1168_1276,0.5
2022_1168_1277,0.5
2022_1168_1286,0.5
2022_1168_1293,0.5
2022_1168_1308,0.5
2022_1168_1313,0.5
2022_1168_1314,0.5
2022_1168_1323,0.5
2022_1168_1326,0.5
2022_1168_1344,0.5
2022_1168_1345,0.5
2022_1168_1350,0.5
2022_1168_1353,0.5
2022_1168_1355,0.5
2022_1168_1361,0.5
2022_1168_1362,0.5
2022_1168_1371,0.5
2022_1168_1388,0.5
2022_1168_1389,0.5
2022_1168_1394,0.5
2022_1168_1395,0.5
2022_1168_1397,0.5
2022_1168_1400,0.5
2022_1168_1403,0.5
2022_1168_1411,0.5
2022_1168_1412,0.5
2022_1168_1417,0.5
2022_1168_1425,0.5
2022_1168_1436,0.5
2022_1168_1437,0.5
2022_1168_1439,0.5
2022_1168_1458,0.5
2022_1168_1460,0.5
2022_1168_1461,0.5
2022_1168_1463,0.5
2022_1172_1174,0.5
2022_1172_1181,0.5
2022_1172_1209,0.5
2022_1172_1211,0.5
2022_1172_1222,0.5
2022_1172_1228,0.5
2022_1172_1231,0.5
2022_1172_1234,0.5
2022_1172_1235,0.5
2022_1172_1240,0.5
2022_1172_1242,0.5
2022_1172_1246,0.5
2022_1172_1255,0.5
2022_1172_1260,0.5
2022_1172_1261,0.5
2022_1172_1266,0.5
2022_1172_1272,0.5
2022_1172_1274,0.5
2022_1172_1276,0.5
2022_1172_1277,0.5
2022_1172_1286,0.5
2022_1172_1293,0.5
2022_1172_1308,0.5
2022_1172_1313,0.5
2022_1172_1314,0.5
2022_1172_1323,0.5
2022_1172_1326,0.5
2022_1172_1344,0.5
2022_1172_1345,0.5
2022_1172_1350,0.5
2022_1172_1353,0.5
2022_1172_1355,0.5
2022_1172_1361,0.5
2022_1172_1362,0.5
2022_1172_1371,0.5
2022_1172_1388,0.5
2022_1172_1389,0.5
2022_1172_1394,0.5
2022_1172_1395,0.5
2022_1172_1397,0.5
2022_1172_1400,0.5
2022_1172_1403,0.5
2022_1172_1411,0.5
2022_1172_1412,0.5
2022_1172_1417,0.5
2022_1172_1425,0.5
2022_1172_1436,0.5
2022_1172_1437,0.5
2022_1172_1439,0.5
2022_1172_1458,0.5
2022_1172_1460,0.5
2022_1172_1461,0.5
2022_1172_1463,0.5
2022_1174_1181,0.5
2022_1174_1209,0.5
2022_1174_1211,0.5
2022_1174_1222,0.5
2022_1174_1228,0.5
2022_1174_1231,0.5
2022_1174_1234,0.5
2022_1174_1235,0.5
2022_1174_1240,0.5
2022_1174_1242,0.5
2022_1174_1246,0.5
2022_1174_1255,0.5
2022_1174_1260,0.5
2022_1174_1261,0.5
2022_1174_1266,0.5
2022_1174_1272,0.5
2022_1174_1274,0.5
2022_1174_1276,0.5
2022_1174_1277,0.5
2022_1174_1286,0.5
2022_1174_1293,0.5
2022_1174_1308,0.5
2022_1174_1313,0.5
2022_1174_1314,0.5
2022_1174_1323,0.5
2022_1174_1326,0.5
2022_1174_1344,0.5
2022_1174_1345,0.5
2022_1174_1350,0.5
2022_1174_1353,0.5
2022_1174_1355,0.5
2022_1174_1361,0.5
2022_1174_1362,0.5
2022_1174_1371,0.5
2022_1174_1388,0.5
2022_1174_1389,0.5
2022_1174_1394,0.5
2022_1174_1395,0.5
2022_1174_1397,0.5
2022_1174_1400,0.5
2022_1174_1403,0.5
2022_1174_1411,0.5
2022_1174_1412,0.5
2022_1174_1417,0.5
2022_1174_1425,0.5
2022_1174_1436,0.5
2022_1174_1437,0.5
2022_1174_1439,0.5
2022_1174_1458,0.5
2022_1174_1460,0.5
2022_1174_1461,0.5
2022_1174_1463,0.5
2022_1181_1209,0.5
2022_1181_1211,0.5
2022_1181_1222,0.5
2022_1181_1228,0.5
2022_1181_1231,0.5
2022_1181_1234,0.5
2022_1181_1235,0.5
2022_1181_1240,0.5
2022_1181_1242,0.5
2022_1181_1246,0.5
2022_1181_1255,0.5
2022_1181_1260,0.5
2022_1181_1261,0.5
2022_1181_1266,0.5
2022_1181_1272,0.5
2022_1181_1274,0.5
2022_1181_1276,0.5
2022_1181_1277,0.5
2022_1181_1286,0.5
2022_1181_1293,0.5
2022_1181_1308,0.5
2022_1181_1313,0.5
2022_1181_1314,0.5
2022_1181_1323,0.5
2022_1181_1326,0.5
2022_1181_1344,0.5
2022_1181_1345,0.5
2022_1181_1350,0.5
2022_1181_1353,0.5
2022_1181_1355,0.5
2022_1181_1361,0.5
2022_1181_1362,0.5
2022_1181_1371,0.5
2022_1181_1388,0.5
2022_1181_1389,0.5
2022_1181_1394,0.5
2022_1181_1395,0.5
2022_1181_1397,0.5
2022_1181_1400,0.5
2022_1181_1403,0.5
2022_1181_1411,0.5
2022_1181_1412,0.5
2022_1181_1417,0.5
2022_1181_1425,0.5
2022_1181_1436,0.5
2022_1181_1437,0.5
2022_1181_1439,0.5
2022_1181_1458,0.5
2022_1181_1460,0.5
2022_1181_1461,0.5
2022_1181_1463,0.5
2022_1209_1211,0.5
2022_1209_1222,0.5
2022_1209_1228,0.5
2022_1209_1231,0.5
2022_1209_1234,0.5
2022_1209_1235,0.5
2022_1209_1240,0.5
2022_1209_1242,0.5
2022_1209_1246,0.5
2022_1209_1255,0.5
2022_1209_1260,0.5
2022_1209_1261,0.5
2022_1209_1266,0.5
2022_1209_1272,0.5
2022_1209_1274,0.5
2022_1209_1276,0.5
2022_1209_1277,0.5
2022_1209_1286,0.5
2022_1209_1293,0.5
2022_1209_1308,0.5
2022_1209_1313,0.5
2022_1209_1314,0.5
2022_1209_1323,0.5
2022_1209_1326,0.5
2022_1209_1344,0.5
2022_1209_1345,0.5
2022_1209_1350,0.5
2022_1209_1353,0.5
2022_1209_1355,0.5
2022_1209_1361,0.5
2022_1209_1362,0.5
2022_1209_1371,0.5
2022_1209_1388,0.5
2022_1209_1389,0.5
2022_1209_1394,0.5
2022_1209_1395,0.5
2022_1209_1397,0.5
2022_1209_1400,0.5
2022_1209_1403,0.5
2022_1209_1411,0.5
2022_1209_1412,0.5
2022_1209_1417,0.5
2022_1209_1425,0.5
2022_1209_1436,0.5
2022_1209_1437,0.5
2022_1209_1439,0.5
2022_1209_1458,0.5
2022_1209_1460,0.5
2022_1209_1461,0.5
2022_1209_1463,0.5
2022_1211_1222,0.5
2022_1211_1228,0.5
2022_1211_1231,0.5
2022_1211_1234,0.5
2022_1211_1235,0.5
2022_1211_1240,0.5
2022_1211_1242,0.5
2022_1211_1246,0.5
2022_1211_1255,0.5
2022_1211_1260,0.5
2022_1211_1261,0.5
2022_1211_1266,0.5
2022_1211_1272,0.5
2022_1211_1274,0.5
2022_1211_1276,0.5
2022_1211_1277,0.5
2022_1211_1286,0.5
2022_1211_1293,0.5
2022_1211_1308,0.5
2022_1211_1313,0.5
2022_1211_1314,0.5
2022_1211_1323,0.5
